Timestamp,Controller_Teperture(C),Motor_Temperture(C),Accelator_Opening(%),STATUS,ERROR
1687768738.2310162,28,30,0
1687768738.330982,28,30,0
1687768738.4309807,28,30,0
1687768738.5310166,28,30,0
1687768738.6309752,28,30,0
1687768738.730978,28,30,0
1687768738.8309836,28,30,0
1687768738.9309757,28,30,0
1687768739.0309837,28,30,0
1687768739.130977,28,30,0
1687768739.2311056,28,30,0
1687768739.3311367,28,30,0
1687768739.431142,28,30,0
1687768739.5311418,28,30,0
1687768739.631151,28,30,0
1687768739.7311282,28,30,0
1687768739.8311312,28,30,0
1687768739.9311464,28,30,0
1687768740.0311368,28,30,0
1687768740.1310687,28,30,0
1687768740.231049,28,30,0
1687768740.3311343,28,30,0
1687768740.431097,28,30,0
1687768740.5309799,28,30,0
1687768740.6309838,28,30,0
1687768740.7309864,28,30,0
1687768740.8309877,28,30,0
1687768740.9309967,28,30,0
1687768741.0309868,28,30,0
1687768741.1309836,28,30,0
1687768741.2311358,28,30,0
1687768741.3311028,28,30,0
1687768741.4311535,28,30,0
1687768741.5311394,28,30,0
1687768741.6311476,28,30,0
1687768741.7311456,28,30,0
1687768741.831141,28,30,0
1687768741.9311388,28,30,0
1687768742.031137,28,30,0
1687768742.1311982,28,30,0
1687768742.2309892,28,30,0
1687768742.3309858,28,30,0
1687768742.430992,28,30,0
1687768742.5309846,28,30,0
1687768742.631,28,30,0
1687768742.7309866,28,30,0
1687768742.8309944,28,30,0
1687768742.9311395,28,30,0
1687768743.0311103,28,30,0
1687768743.1309905,28,30,0
1687768743.2310004,28,30,0
1687768743.3309865,28,30,0
1687768743.43099,28,30,0
1687768743.5310113,28,30,0
1687768743.630991,28,30,0
1687768743.7310314,28,30,0
1687768743.8311527,28,30,0
1687768743.9311423,28,30,0
1687768744.0311513,28,30,0
1687768744.13114,28,30,0
1687768744.2310834,28,30,0
1687768744.3311472,28,30,0
1687768744.431147,28,30,0
1687768744.531053,28,30,0
1687768744.6310837,28,30,0
1687768744.7311473,28,30,0
1687768744.8311563,28,30,0
1687768744.9311447,28,30,0
1687768745.0311441,28,30,0
1687768745.1311471,28,30,0
1687768745.2311482,28,30,0
1687768745.3311813,28,30,0
1687768745.4311585,28,30,0
1687768745.5311532,28,30,0
1687768745.6311562,28,30,0
1687768745.7311475,28,30,0
1687768745.8311534,28,30,0
1687768745.9340024,28,30,0
1687768746.0336473,28,30,0
1687768746.1338959,28,30,0
1687768746.2337701,28,30,0
1687768746.331161,28,30,0
1687768746.4311538,28,30,0
1687768746.5311491,28,30,0
1687768746.6311522,28,30,0
1687768746.7311504,28,30,0
1687768746.8311832,28,30,0
1687768746.9311285,28,30,0
1687768747.031187,28,30,0
1687768747.1311495,28,30,0
1687768747.2312016,28,30,0
1687768747.3311834,28,30,0
1687768747.4311626,28,30,0
1687768747.5311432,28,30,0
1687768747.6310732,28,30,0
1687768747.7309961,28,30,0
1687768747.8310013,28,30,0
1687768747.9310048,28,30,0
1687768748.0310085,28,30,0
1687768748.1309984,28,30,0
1687768748.2310066,28,30,0
1687768748.3311195,28,30,0
1687768748.4310052,28,30,0
1687768748.5310018,28,30,0
1687768748.6310098,28,30,0
1687768748.7310061,28,30,0
1687768748.8310056,28,30,0
1687768748.9310071,28,30,0
1687768749.0310075,28,30,0
1687768749.1311548,28,30,0
1687768749.2311704,28,30,0
1687768749.3311539,28,30,0
1687768749.4311538,28,30,0
1687768749.5311623,28,30,0
1687768749.6311588,28,30,0
1687768749.7311573,28,30,0
1687768749.831158,28,30,0
1687768749.9311643,28,30,0
1687768750.031158,28,30,0
1687768750.131173,28,30,0
1687768750.231099,28,30,0
1687768750.3312018,28,30,0
1687768750.431162,28,30,0
1687768750.5311618,28,30,0
1687768750.6311667,28,30,0
1687768750.7311666,28,30,0
1687768750.8311708,28,30,0
1687768750.9311562,28,30,0
1687768751.0311658,28,30,0
1687768751.1311748,28,30,0
1687768751.2311473,28,30,0
1687768751.3311632,28,30,0
1687768751.431165,28,30,0
1687768751.5311558,28,30,0
1687768751.631164,28,30,0
1687768751.7311714,28,30,0
1687768751.83117,28,30,0
1687768751.9310112,28,30,0
1687768752.0310137,28,30,0
1687768752.1310165,28,30,0
